Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,GW Points,Transfers In,Transfers Out,Next Fixture,Community
Raya,GKP,Arsenal,5.5,19.8,0.0,a,0,0,0,0,0,0,0,0.03,0.0,0.03,35.03,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Arrizabalaga,GKP,Arsenal,4.5,0.8,0.0,a,0,0,0,0,0,0,0,0.03,0.06,0.09,38.83,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Hein,GKP,Arsenal,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Setford,GKP,Arsenal,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Gabriel,DEF,Arsenal,6.0,30.4,0.0,a,0,0,0,0,0,3,2,1.21,2.7,3.91,23.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Saliba,DEF,Arsenal,6.0,18.8,0.0,a,0,0,0,0,0,2,0,1.28,2.42,3.7,30.32,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Calafiori,DEF,Arsenal,5.5,0.3,0.0,a,0,0,0,0,0,2,1,0.69,0.86,1.55,10.28,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
J.Timber,DEF,Arsenal,5.5,2.5,0.0,a,0,0,0,0,0,1,3,1.3,1.23,2.53,21.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Kiwior,DEF,Arsenal,5.5,0.1,0.0,a,0,0,0,0,0,1,0,0.29,0.17,0.46,14.71,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
Lewis-Skelly,DEF,Arsenal,5.5,5.8,0.0,a,0,0,0,0,0,1,0,0.51,0.16,0.67,16.65,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
White,DEF,Arsenal,5.5,0.5,0.0,a,0,0,0,0,0,0,2,1.3,0.46,1.76,16.88,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),4
Zinchenko,DEF,Arsenal,5.0,0.3,0.0,a,0,0,0,0,0,0,1,0.52,0.65,1.17,3.21,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
Clarke,DEF,Arsenal,4.0,1.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Kacurri,DEF,Arsenal,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Nichols,DEF,Arsenal,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Saka,MID,Arsenal,10.0,16.9,0.0,a,0,0,0,0,0,6,11,7.78,6.87,14.65,17.72,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Ødegaard,MID,Arsenal,8.0,4.2,0.0,a,0,0,0,0,0,3,9,6.68,4.85,11.53,22.16,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Madueke,MID,Arsenal,7.0,6.0,0.0,a,0,0,0,0,0,7,5,2.86,9.62,12.48,29.55,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Martinelli,MID,Arsenal,7.0,5.2,0.0,a,0,0,0,0,0,8,4,4.46,7.13,11.59,26.22,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Trossard,MID,Arsenal,7.0,5.2,0.0,a,0,0,0,0,0,8,8,4.12,6.74,10.86,24.76,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Rice,MID,Arsenal,6.5,4.5,0.0,a,0,0,0,0,0,4,7,5.64,3.51,9.14,27.13,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Merino,MID,Arsenal,6.0,0.7,0.0,a,0,0,0,0,0,7,2,1.18,5.75,6.93,15.71,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Fábio Vieira,MID,Arsenal,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
Nørgaard,MID,Arsenal,5.5,0.5,0.0,a,0,0,0,0,0,5,5,1.38,4.23,5.61,44.54,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Nwaneri,MID,Arsenal,5.5,0.6,0.0,a,0,0,0,0,0,4,2,1.78,1.19,2.97,5.38,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Zubimendi,MID,Arsenal,5.5,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
Nelson,MID,Arsenal,5.0,0.3,0.0,a,0,0,0,0,0,1,1,0.96,1.07,2.03,6.13,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),3
Kabia,MID,Arsenal,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Sambi,MID,Arsenal,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),2
Havertz,FWD,Arsenal,7.5,3.2,0.0,a,0,0,0,0,0,9,3,1.65,9.53,11.18,19.32,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
G.Jesus,FWD,Arsenal,6.5,0.0,0.0,i,0,0,0,0,0,3,2,0.52,3.05,3.57,5.82,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Man Utd (Home),5
Martinez,GKP,Aston Villa,5.0,0.2,0.0,s,0,0,0,0,0,0,0,0.02,0.0,0.02,44.99,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
M.Bizot,GKP,Aston Villa,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Gauci,GKP,Aston Villa,4.0,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Marschall,GKP,Aston Villa,4.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Cash,DEF,Aston Villa,4.5,1.5,0.0,a,0,0,0,0,0,1,1,1.23,0.48,1.71,28.64,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Digne,DEF,Aston Villa,4.5,1.4,0.0,a,0,0,0,0,0,0,5,3.97,0.8,4.77,34.94,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Konsa,DEF,Aston Villa,4.5,14.1,0.0,a,0,0,0,0,0,2,0,0.61,1.29,1.9,43.82,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Maatsen,DEF,Aston Villa,4.5,1.2,0.0,a,0,0,0,0,0,1,2,2.43,0.87,3.3,17.31,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Mings,DEF,Aston Villa,4.5,0.4,0.0,a,0,0,0,0,0,0,1,0.23,0.88,1.11,13.2,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Pau,DEF,Aston Villa,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.43,0.51,0.94,29.69,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
A.García,DEF,Aston Villa,4.0,1.4,0.0,a,0,0,0,0,0,0,0,0.49,0.04,0.53,6.49,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Alex Moreno,DEF,Aston Villa,4.0,6.6,0.0,a,0,0,0,0,0,0,1,1.1,0.17,1.27,13.94,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),0
Bogarde,DEF,Aston Villa,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.13,0.04,0.17,9.28,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Sousa,DEF,Aston Villa,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Yasin,DEF,Aston Villa,4.0,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Rogers,MID,Aston Villa,7.0,23.6,0.0,a,0,0,0,0,0,8,11,5.24,6.49,11.73,43.7,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Tielemans,MID,Aston Villa,6.0,1.1,0.0,a,0,0,0,0,0,3,7,5.83,3.31,9.14,43.87,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Bailey,MID,Aston Villa,5.5,0.4,0.0,a,0,0,0,0,0,1,2,2.92,1.73,4.65,13.91,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Buendía,MID,Aston Villa,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.03,0.65,0.68,2.27,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),3
Iling Jr,MID,Aston Villa,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),3
J.Ramsey,MID,Aston Villa,5.5,0.5,0.0,a,0,0,0,0,0,1,4,2.18,1.59,3.77,23.99,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Malen,MID,Aston Villa,5.5,0.5,0.0,a,0,0,0,0,0,3,0,0.15,2.15,2.3,4.77,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
McGinn,MID,Aston Villa,5.5,0.4,0.0,a,0,0,0,0,0,1,4,2.7,3.1,5.8,35.03,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Barkley,MID,Aston Villa,5.0,0.4,0.0,a,0,0,0,0,0,3,1,0.43,1.79,2.22,6.32,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Barrenechea,MID,Aston Villa,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),3
Dobbin,MID,Aston Villa,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),3
Kamara,MID,Aston Villa,5.0,0.3,0.0,a,0,0,0,0,0,1,0,0.83,0.82,1.65,23.03,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Onana,MID,Aston Villa,5.0,1.3,0.0,a,0,0,0,0,0,3,0,0.84,2.12,2.96,23.66,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Broggio,MID,Aston Villa,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Dendoncker,MID,Aston Villa,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Jimoh-Aloba,MID,Aston Villa,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Young,MID,Aston Villa,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Watkins,FWD,Aston Villa,9.0,8.7,0.0,a,0,0,0,0,0,16,8,2.07,15.12,17.19,38.62,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),5
Redmond,FWD,Aston Villa,4.5,1.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Newcastle (Away),2
Trafford,GKP,Burnley,5.0,4.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Weiss,GKP,Burnley,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Green,GKP,Burnley,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Hladký,GKP,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Roberts,DEF,Burnley,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Walker,DEF,Burnley,4.5,2.5,0.0,a,0,0,0,0,0,0,0,1.34,0.12,1.46,19.26,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),5
Delcroix,DEF,Burnley,4.0,1.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Dodgson,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Ekdal,DEF,Burnley,4.0,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Estève,DEF,Burnley,4.0,3.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Hartman,DEF,Burnley,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Humphreys,DEF,Burnley,4.0,1.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Jordan,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Lucas Pires,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Sambo,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Sonne,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Tuanzebe,DEF,Burnley,4.0,5.3,0.0,a,0,0,0,0,0,0,1,0.26,0.21,0.47,32.01,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),5
Worrall,DEF,Burnley,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Anthony,MID,Burnley,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Benson,MID,Burnley,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Bruun Larsen,MID,Burnley,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Boateng,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Churlinov,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Cullen,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Edwards,MID,Burnley,5.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Hannibal,MID,Burnley,5.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Koleosho,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Laurent,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Tchaouna,MID,Burnley,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
A.Ramsey,MID,Burnley,4.5,3.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Adewumi,MID,Burnley,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Banel,MID,Burnley,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Trésor,MID,Burnley,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Flemming,FWD,Burnley,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Amdouni,FWD,Burnley,5.0,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Foster,FWD,Burnley,5.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),3
Barnes,FWD,Burnley,4.5,2.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Obafemi,FWD,Burnley,4.5,2.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Spurs (Home),2
Neto,GKP,Bournemouth,4.5,1.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,2.91,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Petrović,GKP,Bournemouth,4.5,6.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Dennis,GKP,Bournemouth,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
McKenna,GKP,Bournemouth,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Paulsen,GKP,Bournemouth,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Zabarnyi,DEF,Bournemouth,5.0,0.7,0.0,a,0,0,0,0,0,0,1,0.76,1.2,1.96,42.54,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
