Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,GW Points,Transfers In,Transfers Out,Next Fixture,Community
Senesi,DEF,Bournemouth,4.5,1.0,0.0,a,0,0,0,0,0,0,0,0.48,0.84,1.32,14.76,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Smith,DEF,Bournemouth,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.68,0.65,1.33,19.04,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Truffert,DEF,Bournemouth,4.5,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Akinmboni,DEF,Bournemouth,4.0,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Bevan,DEF,Bournemouth,4.0,2.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Hill,DEF,Bournemouth,4.0,1.1,0.0,a,0,0,0,0,0,0,1,0.25,0.29,0.54,8.54,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
J.Araujo,DEF,Bournemouth,4.0,1.4,0.0,a,0,0,0,0,0,0,0,0.1,0.0,0.1,9.69,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Mepham,DEF,Bournemouth,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Soler,DEF,Bournemouth,4.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Kluivert,MID,Bournemouth,7.0,11.3,0.0,a,0,0,0,0,0,12,6,3.66,10.05,13.71,32.6,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Semenyo,MID,Bournemouth,7.0,11.1,0.0,a,0,0,0,0,0,11,7,4.43,9.51,13.94,44.18,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
O.Dango,MID,Bournemouth,6.0,0.4,0.0,a,0,0,0,0,0,7,4,3.24,8.42,11.66,31.96,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Tavernier,MID,Bournemouth,5.5,0.5,0.0,a,0,0,0,0,0,3,7,3.65,5.51,9.16,25.42,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Adams,MID,Bournemouth,5.0,0.3,0.0,a,0,0,0,0,0,0,3,0.76,1.33,2.09,29.26,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Brooks,MID,Bournemouth,5.0,0.3,0.0,a,0,0,0,0,0,2,1,2.02,2.58,4.6,15.03,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Christie,MID,Bournemouth,5.0,0.4,0.0,a,0,0,0,0,0,2,3,2.9,2.14,5.04,30.17,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Cook,MID,Bournemouth,5.0,0.0,0.0,s,0,0,0,0,0,1,4,3.76,0.94,4.7,45.25,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Philip,MID,Bournemouth,5.0,0.4,0.0,a,0,0,0,0,0,0,0,0.97,0.55,1.52,3.35,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),3
Scott,MID,Bournemouth,5.0,0.3,0.0,a,0,0,0,0,0,0,0,1.0,0.73,1.73,10.14,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),3
Sinisterra,MID,Bournemouth,5.0,0.6,0.0,a,0,0,0,0,0,1,1,1.29,1.18,2.47,4.08,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),3
Faivre,MID,Bournemouth,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
H.Traorè,MID,Bournemouth,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Sadi,MID,Bournemouth,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Silcott-Duberry,MID,Bournemouth,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.04,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Winterburn,MID,Bournemouth,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.16,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Evanilson,FWD,Bournemouth,7.0,4.3,0.0,a,0,0,0,0,0,10,5,1.74,12.47,14.21,26.78,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Enes Ünal,FWD,Bournemouth,5.5,0.0,0.0,i,0,0,0,0,0,2,1,0.26,2.73,2.99,6.38,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),5
Adu-Adjei,FWD,Bournemouth,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Kroupi.Jr,FWD,Bournemouth,4.5,1.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Liverpool (Home),2
Kelleher,GKP,Brentford,4.5,20.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,11.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Balcombe,GKP,Brentford,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Cox,GKP,Brentford,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Eyestone,GKP,Brentford,4.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Valdimarsson,GKP,Brentford,4.0,3.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,1.49,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Collins,DEF,Brentford,5.0,1.3,0.0,a,0,0,0,0,0,2,7,1.57,2.44,4.01,56.31,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Lewis-Potter,DEF,Brentford,5.0,0.6,0.0,a,0,0,0,0,0,1,5,4.94,2.96,7.9,50.62,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Ajer,DEF,Brentford,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.48,0.97,1.45,21.7,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Henry,DEF,Brentford,4.5,0.4,0.0,a,0,0,0,0,0,0,0,0.01,0.0,0.01,2.16,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Kayode,DEF,Brentford,4.5,0.7,0.0,a,0,0,0,0,0,0,1,0.7,0.19,0.89,6.66,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Pinnock,DEF,Brentford,4.5,0.5,0.0,a,0,0,0,0,0,2,0,0.64,1.08,1.72,34.33,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Roerslev,DEF,Brentford,4.5,0.2,0.0,a,0,0,0,0,0,0,2,2.09,0.2,2.29,21.52,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Van den Berg,DEF,Brentford,4.5,0.6,0.0,a,0,0,0,0,0,0,1,0.52,2.09,2.61,44.61,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Arthur,DEF,Brentford,4.0,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Fredrick,DEF,Brentford,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Hickey,DEF,Brentford,4.0,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Ji-soo,DEF,Brentford,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.32,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Meghoma,DEF,Brentford,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.14,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Mbeumo,MID,Brentford,8.0,16.1,0.0,a,0,0,0,0,0,20,9,9.24,12.52,21.75,55.4,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Schade,MID,Brentford,7.0,8.7,0.0,a,0,0,0,0,0,11,4,1.75,8.45,10.2,30.66,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Damsgaard,MID,Brentford,6.0,1.3,0.0,a,0,0,0,0,0,2,10,7.01,2.91,9.92,45.6,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Milambo,MID,Brentford,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),3
Carvalho,MID,Brentford,5.0,0.6,0.0,a,0,0,0,0,0,2,1,0.54,2.49,3.03,11.46,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Henderson,MID,Brentford,5.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),3
Janelt,MID,Brentford,5.0,0.3,0.0,a,0,0,0,0,0,1,3,2.38,0.83,3.21,37.37,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Jensen,MID,Brentford,5.0,0.3,0.0,a,0,0,0,0,0,0,2,1.75,0.23,1.98,16.41,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Nunes,MID,Brentford,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.35,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),3
Onyeka,MID,Brentford,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.02,0.0,0.02,0.69,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),3
Yarmoliuk,MID,Brentford,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.91,0.62,1.53,26.43,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Donovan,MID,Brentford,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Konak,MID,Brentford,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.15,0.15,1.79,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Maghoma,MID,Brentford,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.04,0.12,0.16,1.89,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Peart-Harris,MID,Brentford,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Trevitt,MID,Brentford,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Wissa,FWD,Brentford,7.5,13.9,0.0,a,0,0,0,0,0,18,6,2.2,18.58,20.77,45.12,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),5
Thiago,FWD,Brentford,6.0,1.5,0.0,a,0,0,0,0,0,0,0,0.04,0.13,0.17,3.54,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),3
Morgan,FWD,Brentford,4.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest (Home),2
Steele,GKP,Brighton,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,1.88,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Verbruggen,GKP,Brighton,4.5,5.6,0.0,a,0,0,0,0,0,0,1,0.01,0.0,0.01,53.1,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
McGill,GKP,Brighton,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Rushworth,GKP,Brighton,4.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Scherpen,GKP,Brighton,4.0,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Boscagli,DEF,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Coppola,DEF,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
De Cuyper,DEF,Brighton,4.5,2.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Dunk,DEF,Brighton,4.5,0.9,0.0,a,0,0,0,0,0,0,1,1.02,0.81,1.83,35.69,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Estupiñan,DEF,Brighton,4.5,3.6,0.0,a,0,0,0,0,0,1,1,2.43,1.09,3.52,39.85,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
F.Kadıoğlu,DEF,Brighton,4.5,0.6,0.0,a,0,0,0,0,0,1,0,0.31,0.44,0.75,9.44,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Igor,DEF,Brighton,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.25,0.05,0.3,17.21,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Lamptey,DEF,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,2,2,0.8,0.38,1.18,15.36,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Van Hecke,DEF,Brighton,4.5,1.4,0.0,a,0,0,0,0,0,1,1,1.41,1.32,2.73,44.67,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Veltman,DEF,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,0,0,1.31,0.47,1.78,24.83,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Webster,DEF,Brighton,4.5,0.2,0.0,a,0,0,0,0,0,0,1,0.28,0.25,0.53,14.26,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Cashin,DEF,Brighton,4.0,0.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.44,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Slater,DEF,Brighton,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Tasker,DEF,Brighton,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Mitoma,MID,Brighton,6.5,3.8,0.0,a,0,0,0,0,0,10,5,4.03,9.19,13.22,37.05,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Georginio,MID,Brighton,6.0,0.9,0.0,a,0,0,0,0,0,5,6,1.67,4.57,6.24,27.9,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
March,MID,Brighton,6.0,0.2,0.0,a,0,0,0,0,0,0,0,0.32,0.09,0.41,2.82,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Minteh,MID,Brighton,6.0,1.0,0.0,a,0,0,0,0,0,6,5,4.99,4.13,9.12,28.41,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Enciso,MID,Brighton,5.5,0.3,0.0,a,0,0,0,0,0,2,3,1.32,2.82,4.14,22.1,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Gruda,MID,Brighton,5.5,0.2,0.0,a,0,0,0,0,0,1,4,1.93,1.15,3.08,12.66,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Hinshelwood,MID,Brighton,5.5,0.3,0.0,a,0,0,0,0,0,5,3,1.5,2.74,4.24,30.09,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
O'Riley,MID,Brighton,5.5,0.2,0.0,a,0,0,0,0,0,2,3,2.04,2.76,4.8,14.27,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Sima,MID,Brighton,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Ayari,MID,Brighton,5.0,0.3,0.0,a,0,0,0,0,0,2,1,2.62,2.51,5.13,30.15,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Baleba,MID,Brighton,5.0,2.6,0.0,a,0,0,0,0,0,3,1,1.21,3.1,4.31,39.54,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Buonanotte,MID,Brighton,5.0,0.6,0.0,a,0,0,0,0,0,5,2,2.29,4.01,6.3,29.23,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Gomez,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,1,1,1.16,0.82,1.98,9.28,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Milner,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.15,0.16,0.31,1.98,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Sarmiento,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Watson,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Wieffer,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,1,5,1.0,0.8,1.8,18.89,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Yalcouye,MID,Brighton,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
Knight,MID,Brighton,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Mazilu,MID,Brighton,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Moran,MID,Brighton,4.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),2
Welbeck,FWD,Brighton,6.5,5.2,0.0,a,0,0,0,0,0,10,5,1.36,9.58,10.94,37.4,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),5
Ferguson,FWD,Brighton,5.5,0.6,0.0,a,0,0,0,0,0,1,0,0.66,1.13,1.79,6.39,0,0,0,0,0,0,0,False,,,,0.0,0.0,0.0,0.0,0,0,0,0,Fulham (Away),3
